Genero;Edad;Tipo_Hogar;Vive_rural;Actividad_Laboral;Trabajo_Esencial;Ingreso_Neto_Mensual;¿Hasta que punto está preocupado de que Usted o un miembro de su familia se pueda contagiar de Coronavirus COVID-19? ;¿Ha podido concentrarse bien en lo que hace?;¿Sus preocupaciones le han hecho perder el sueño?;¿Ha sentido que está jugando un papel útil en la vida? ;¿Se ha sentido capaz de tomar decisiones?;¿Se ha sentido constantemente agobiado y en tensión?;¿Ha sentido que no puede superar sus dificultades?;¿Ha sido capaz de disfrutar sus actividades normales de cada día?;¿Ha sido capaz de hacer frente a sus problemas?;¿Se ha sentido deprimido?;¿Ha perdido confianza en sí mismo?;¿Ha pensado que usted es una persona que no vale para nada?;¿Se siente razonablemente bien dadas las circunstancias actuales?;¿Ha experimentado problemas físicos derivados de la falta de actividad física?;¿Ha experimentado insomnio/problemas para dormir?;Aburrimiento;Sensación de aislamiento;Frustación;Irritación;Preocupación;Soledad;Impotencia;Rabia;Miedo;Nerviosismo;Tristeza;Culpa;Felicidad;Alivio;Acuerdo_Cumplimiento_Medidas;La personas importantes para mi respetan a rajatabla las medidas para frenar el contagio;En mi entorno directo he tenido conocimiento de muy pocos casos de personas que hayan infringido las medidas de prevención de contagio;Las personas que son importantes para mi piensan que respetar las medidas de prevención del contagio es lo correcto;Acuerdo_Presion_Social;Pensar en el COVID-19  me hace sentir ansioso/a;Me siento tenso/a cuando pienso en la amenaza del  COVID19
1;63;7;0;4;0;3;5;4;4;4;4;2;3;4;4;4;4;4;3;2;4;4;2;2;3;2;2;2;3;2;3;2;3;3;4;2;4;3;5;4;3;3
0;53;7;0;4;0;4;4;3;2;4;4;4;4;4;4;5;5;5;4;4;4;5;5;5;5;3;5;4;5;5;5;5;5;3;3;4;4;3;5;4;2;2
0;51;7;0;4;0;4;4;4;5;2;4;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;3;5;4;5;5;1;1
1;45;2;0;4;0;3;4;2;3;3;3;2;3;2;3;3;3;3;3;2;3;5;4;3;2;2;5;3;3;3;3;3;3;3;3;2;3;2;4;3;2;2
1;46;2;0;4;0;3;1;5;3;3;5;2;4;5;5;4;5;5;5;3;3;5;5;5;5;3;5;5;3;2;3;4;5;2;1;4;5;5;5;5;3;3
1;52;2;0;4;0;3;3;2;1;3;3;2;2;2;3;1;1;3;3;2;1;2;1;2;3;3;1;2;3;2;3;2;3;3;3;4;4;5;5;5;3;3
1;47;2;0;4;0;4;4;1;3;3;3;2;3;3;3;3;2;5;4;5;5;5;2;2;2;2;3;2;4;4;2;4;5;2;3;1;3;5;5;3;4;4
1;52;2;0;4;0;2;3;1;3;1;2;4;4;2;3;4;4;4;3;2;3;5;3;2;4;1;2;1;3;3;3;2;3;4;4;3;5;5;5;3;3;3
1;55;2;0;4;0;3;4;2;3;3;3;3;3;2;2;3;3;3;3;3;3;5;5;5;5;2;5;2;3;2;3;2;4;3;3;4;5;5;5;4;3;3
0;69;2;0;4;0;4;3;2;2;1;2;2;3;1;2;2;2;3;2;2;2;2;2;2;3;2;4;2;2;4;3;3;5;3;3;3;4;5;4;5;3;3
1;55;2;0;4;0;4;5;3;3;3;5;4;1;5;4;2;2;5;5;3;4;4;3;3;2;2;5;2;2;3;3;3;5;3;3;1;2;2;5;5;1;1
0;33;2;0;4;1;3;2;3;2;5;2;2;4;2;2;2;2;5;3;2;2;3;2;2;2;2;4;4;4;4;2;2;5;4;4;4;4;4;4;4;2;2
0;62;2;0;4;0;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;5;5;5;5;3;3
1;33;2;0;4;0;3;5;1;2;3;1;2;2;2;2;2;3;5;3;3;3;1;1;1;1;1;2;2;1;3;2;2;5;3;5;4;5;4;4;3;3;3
1;47;2;0;4;0;3;4;1;3;1;3;2;4;4;4;3;1;3;5;1;2;3;2;3;3;3;4;5;5;5;2;2;4;3;5;2;3;2;3;5;2;2
1;53;2;0;4;0;2;5;3;3;2;3;3;3;1;4;1;4;4;4;2;2;2;2;3;3;3;4;3;4;3;3;2;5;3;4;3;5;5;5;5;4;4
1;61;2;0;4;0;3;5;1;3;3;2;2;3;3;3;3;3;3;2;3;2;3;1;2;3;2;2;2;3;1;3;2;5;5;5;5;5;5;5;4;4;3
1;52;2;0;4;0;3;3;1;2;4;3;2;3;3;3;3;4;5;4;2;3;1;2;2;3;3;2;3;4;4;3;2;5;3;3;4;4;4;4;4;3;3
0;54;2;0;4;0;3;2;5;5;4;3;5;3;5;3;4;4;4;5;5;4;5;4;5;5;4;5;5;5;5;5;5;5;5;3;3;5;5;5;4;1;1
1;62;2;0;4;0;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;4;2;4;4;3;3
1;48;2;0;4;0;3;5;2;3;3;4;2;3;2;3;3;3;3;5;2;3;5;3;1;2;1;2;1;1;2;2;1;3;4;3;1;3;3;5;1;3;4
1;43;4;0;4;0;4;4;1;1;3;3;2;3;2;3;2;3;4;4;3;1;2;2;5;2;2;4;2;2;1;2;2;5;3;3;2;5;4;4;5;4;3
1;50;4;0;4;1;4;4;4;5;1;3;4;3;3;4;4;4;4;4;1;2;2;2;2;2;3;5;2;3;5;5;4;5;5;5;4;4;5;5;3;1;1
1;50;4;0;4;0;2;5;1;5;3;1;4;3;1;2;2;3;3;2;1;1;1;1;1;1;1;2;1;1;4;1;2;5;4;5;1;2;3;4;2;5;5
1;39;4;0;4;0;4;5;3;2;3;4;4;5;4;4;5;5;5;4;3;1;5;5;5;3;1;5;5;3;3;5;4;5;2;5;3;5;4;5;1;5;5
1;46;4;0;4;0;4;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;2;5;2;2;3;2;2;4;3;4;4;5;5;5;4;4;4
0;47;4;0;4;0;5;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;5;5;5;5;5;5;5;3;3;2;5;5;5;4;2;1
1;56;4;0;4;0;4;5;3;2;4;3;2;3;1;3;2;3;3;3;1;2;5;2;2;2;1;3;1;1;1;1;1;5;5;3;4;5;5;5;4;5;5
0;37;4;0;4;0;3;5;3;2;3;3;2;2;3;3;2;3;3;3;3;2;2;4;3;3;2;5;2;2;1;2;2;5;3;3;4;4;5;5;3;4;4
0;56;4;0;4;0;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;3;3;4;3;3;3;5;5;5;4;2;3
0;55;4;0;4;0;4;5;2;4;2;4;3;3;2;3;2;5;5;3;2;4;5;1;1;5;1;4;2;5;3;4;1;5;4;4;4;5;5;5;5;3;3
1;49;4;0;4;0;4;2;3;3;3;3;3;3;4;4;3;3;3;5;1;3;4;4;3;4;4;3;3;3;4;3;4;5;2;1;2;2;4;5;5;1;1
0;55;4;0;4;0;6;5;1;2;2;4;3;3;3;2;4;4;3;3;4;3;4;2;2;2;2;3;3;2;4;3;2;4;3;4;1;2;1;4;3;4;4
0;59;4;0;4;0;5;5;2;3;3;3;2;3;1;3;3;3;3;3;1;3;1;1;1;1;3;4;1;1;4;4;4;5;4;3;4;5;5;3;5;2;2
1;53;4;0;4;1;3;3;3;2;3;3;2;3;2;3;2;3;4;4;3;1;3;2;2;3;2;2;3;2;3;2;2;3;3;2;4;3;2;4;5;3;3
1;55;4;0;4;1;4;3;2;2;3;2;3;4;3;3;3;3;5;3;2;1;4;4;4;2;2;5;3;3;3;3;2;4;3;3;2;4;2;4;3;2;2
0;53;4;0;4;0;4;3;4;2;3;3;2;3;4;3;3;3;3;3;3;2;2;2;2;2;1;2;2;3;2;1;2;3;5;4;4;4;5;5;5;4;4
0;54;4;0;4;0;5;3;5;1;5;5;1;5;1;5;5;5;5;3;2;2;5;5;2;2;1;5;2;2;3;3;1;4;3;2;5;5;5;5;3;2;1
1;51;4;0;4;0;4;3;2;2;1;3;3;3;3;3;3;3;3;4;2;2;5;3;4;4;2;5;3;2;4;5;4;5;2;2;3;3;4;3;2;3;4
0;61;4;0;4;0;3;5;2;3;2;3;3;3;2;2;2;3;3;3;3;2;2;2;2;2;2;3;3;3;3;4;4;5;3;3;4;4;4;4;4;3;4
0;41;4;0;4;0;4;4;3;2;3;3;2;3;4;3;3;3;3;3;2;2;5;3;5;3;2;5;5;4;3;3;4;5;3;3;4;3;4;5;5;3;4
0;53;4;0;4;0;5;5;1;2;4;4;2;3;3;2;3;2;3;3;2;3;5;3;2;2;1;3;2;2;1;2;3;3;3;3;3;4;3;5;4;4;4
1;56;4;0;4;0;4;3;3;3;4;3;2;2;2;2;2;3;3;4;2;3;3;2;2;3;2;3;2;3;2;3;2;3;4;3;2;4;5;5;4;4;4
1;54;4;0;4;0;3;5;3;2;2;4;1;3;4;3;2;3;3;4;2;1;5;5;5;2;1;4;5;4;1;1;2;5;2;4;2;5;2;4;3;5;5
1;58;4;0;4;0;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;2;3;2;4;4;4;4;4;5;5;4;3;4
0;63;4;0;4;1;3;1;3;3;3;3;2;3;2;3;2;3;3;3;1;3;1;1;4;3;2;2;2;3;3;2;2;3;3;3;2;4;5;5;5;1;1
1;47;4;0;4;0;3;4;3;3;3;3;3;3;4;3;3;3;3;4;3;3;5;4;5;5;2;5;5;5;4;4;5;5;2;3;3;4;4;5;4;3;3
0;49;4;0;4;0;6;4;2;3;3;3;3;3;3;3;3;3;3;4;2;3;5;5;5;4;4;5;5;5;5;5;4;5;2;3;5;5;5;5;5;1;1
1;52;4;0;4;0;4;5;2;4;4;4;2;3;4;3;3;4;5;4;3;3;3;5;3;3;1;5;2;4;2;2;4;5;3;3;3;5;5;5;2;4;4
1;35;4;0;4;0;2;4;3;3;3;3;3;3;2;3;3;3;5;4;1;3;5;5;5;2;2;5;5;2;2;2;5;5;2;5;2;5;5;5;3;4;4
1;40;4;0;4;0;3;3;3;2;2;3;4;3;4;3;3;3;3;3;2;3;3;2;3;3;2;2;2;3;2;2;2;3;3;4;3;4;5;4;3;4;4
1;46;4;0;4;0;4;4;2;4;5;3;3;3;4;3;1;2;3;4;1;2;5;4;4;3;2;5;2;3;3;3;2;5;3;2;3;5;5;5;4;3;4
1;55;4;0;4;0;6;3;3;3;3;3;2;3;2;3;3;3;3;4;3;3;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;5;5;4;4;2;2
0;55;4;0;4;0;5;1;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;2;5;3;3;2;5;5;4;5;5;3;3;4;3;4;2;4;2;1
1;58;4;0;4;0;5;5;1;1;3;4;1;3;1;3;1;2;3;2;2;1;2;2;1;1;1;2;1;1;1;1;1;5;3;4;3;4;4;4;3;3;4
0;53;4;0;4;1;5;2;3;2;3;3;1;3;2;3;2;3;4;4;2;3;1;1;2;3;1;4;3;3;3;3;3;5;3;3;4;5;5;5;3;3;3
1;58;4;0;4;0;6;4;2;1;2;3;2;2;1;2;2;2;2;3;2;1;2;1;2;2;1;2;2;2;2;2;1;5;4;4;4;5;5;5;5;4;4
1;58;4;0;4;0;3;3;2;1;5;5;3;3;3;3;4;1;5;4;1;1;5;2;2;5;2;5;5;3;4;4;4;5;2;2;4;5;5;5;4;4;4
0;51;4;0;4;0;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;5;5;4;5;5;5;5;5;5;5;4;5;2;2;4;5;2;1;1
0;61;4;0;4;0;5;5;4;2;3;4;2;3;2;3;3;3;3;4;3;2;5;4;3;3;1;4;2;2;1;2;3;4;4;4;4;5;5;5;5;5;5
0;61;4;0;4;0;4;4;2;2;2;3;2;3;3;3;2;3;3;4;2;3;1;2;2;2;2;3;2;3;3;3;2;5;3;3;4;5;2;5;4;4;4
1;58;4;0;4;0;4;3;3;4;3;4;4;4;4;4;4;5;5;3;4;2;3;4;4;4;3;3;2;2;2;4;3;5;3;4;4;5;5;5;4;3;3
1;46;4;0;4;0;4;5;3;2;5;5;2;3;3;4;2;3;5;4;1;3;5;4;4;2;1;5;3;3;1;1;4;5;2;5;4;5;4;5;2;3;4
0;44;4;0;4;0;4;4;2;2;3;3;3;3;1;3;3;3;3;3;3;3;5;5;5;5;5;5;1;2;2;3;3;5;3;3;2;5;2;5;5;4;4
1;47;4;0;4;0;4;5;1;1;3;3;3;3;3;3;2;2;2;4;2;2;4;3;2;2;1;5;5;3;1;2;2;4;4;4;2;1;4;4;3;2;3
0;56;4;0;4;0;4;5;4;3;4;4;2;3;3;3;3;3;3;4;3;3;4;4;4;4;2;3;2;2;3;3;3;3;3;4;3;3;5;5;5;3;5
1;59;4;0;4;0;4;3;1;4;1;1;2;2;3;3;2;1;2;3;2;4;5;4;2;2;2;5;2;2;4;2;3;3;4;5;2;3;5;4;5;4;4
0;47;4;0;4;0;4;3;3;4;3;2;2;3;3;3;4;4;4;4;2;4;4;3;3;3;4;3;3;3;4;2;4;5;3;4;4;5;4;4;3;2;2
1;58;4;0;4;0;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5;3;5;4;5;5;5;5;5;4;5;3;5;3;5;4;3;3
0;54;4;0;4;1;3;4;2;4;5;5;1;4;5;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;4;5;5;1;1;4;5;5;5;5;3;4
1;52;4;0;4;0;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;3;3;3
0;44;4;0;4;1;5;3;4;2;5;5;4;5;4;4;3;3;3;4;5;3;5;3;5;5;3;5;5;4;4;4;5;5;2;3;4;5;2;4;3;2;2
1;50;4;0;4;1;5;4;2;3;4;4;2;4;3;4;2;4;5;4;2;2;5;5;5;3;4;5;5;2;3;2;2;5;4;5;4;5;5;5;5;2;3
1;50;4;0;4;1;4;4;3;3;3;3;4;5;3;4;4;4;5;4;2;3;3;3;4;4;3;5;5;5;4;3;3;5;3;3;1;4;3;5;4;2;3
1;52;4;0;4;0;5;5;2;2;3;3;2;3;2;3;2;2;3;2;2;2;4;2;2;2;1;3;2;2;2;2;3;4;3;3;4;5;5;4;3;4;4
1;54;4;0;4;1;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;4;5;2;2;4;5;5;5;3;1;3
1;42;4;0;4;1;3;5;1;1;4;2;1;2;2;3;1;1;4;5;4;1;5;2;3;2;2;5;2;1;3;2;3;4;3;3;3;3;3;3;3;3;2
0;48;4;0;4;0;4;2;1;1;3;4;2;3;1;3;5;5;5;5;5;2;5;5;5;3;3;5;3;4;5;5;5;5;1;2;1;5;4;5;3;2;1
1;54;5;0;4;1;3;5;3;2;2;3;4;5;5;4;4;5;5;4;2;3;5;5;5;4;2;5;3;3;2;4;3;5;4;4;3;5;2;4;3;4;4
1;53;5;0;4;1;4;2;3;3;4;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;5;4;4;4;4;3;3;3;5;3;5;5;3;3
1;31;6;0;4;0;2;4;3;3;2;4;4;4;3;4;3;3;5;4;3;4;5;4;5;5;2;5;4;4;2;3;3;5;3;5;4;4;5;5;4;3;4
1;62;6;0;4;0;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;4;2;4;5;2;3;5;5;4;5;5;5;5;5;5;3;3
1;55;6;0;4;0;3;5;3;2;3;3;3;3;3;3;3;3;3;4;4;2;5;3;4;4;2;4;3;3;2;3;2;4;4;3;3;4;3;4;2;3;3
0;56;6;0;4;0;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;4;3;3;5;5;5;5;5;5;5;2;3;4;5;5;5;4;3;3
1;38;6;0;4;0;3;5;2;2;3;3;2;3;2;3;2;3;3;2;3;2;2;3;2;2;1;3;1;1;2;1;1;5;3;4;1;4;3;4;4;5;5
1;64;6;0;4;0;3;5;3;5;3;3;1;3;3;3;3;3;1;1;1;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;3;1;3
1;45;6;0;4;0;5;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3;4;5;5;5;4;3;3
1;45;6;0;4;0;4;5;4;4;3;3;2;3;2;3;2;3;5;4;1;4;5;1;1;5;1;2;1;5;1;1;2;5;3;2;1;4;5;5;1;5;5
1;50;6;0;4;0;4;3;3;2;3;3;2;4;3;3;2;3;4;2;2;1;4;2;3;2;2;2;3;3;2;2;2;3;3;3;2;4;4;5;4;4;3
1;58;6;0;4;0;3;4;3;2;2;3;4;5;3;3;2;4;3;2;2;2;3;3;3;3;2;3;2;3;2;2;2;4;3;3;3;4;5;5;3;5;5
0;42;6;0;4;0;3;5;3;2;4;3;2;2;2;2;2;3;4;4;2;3;2;1;2;2;1;2;2;3;2;3;3;4;4;4;3;5;4;5;4;4;4
0;36;6;0;4;1;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;3;5;5;5;5;3;5;3;1;4;4;5;5;3;4;4;4;5;3;3;4;4
1;43;6;0;4;0;5;5;2;3;3;4;3;3;3;3;4;3;4;4;4;4;5;5;4;4;2;5;3;3;3;2;4;4;2;2;5;5;5;5;3;3;3
1;49;6;0;4;0;4;5;2;2;1;4;1;2;3;3;2;3;3;3;2;2;5;5;2;2;2;5;2;2;1;1;2;5;3;3;4;5;5;5;5;5;5
1;62;6;0;4;0;3;5;2;3;3;3;2;3;2;3;2;2;3;3;2;3;1;1;1;1;1;1;1;1;1;2;3;3;4;5;2;4;4;4;2;3;5
1;50;6;0;4;0;5;5;3;2;4;4;3;4;3;3;3;3;4;4;3;2;5;4;5;5;2;5;5;5;5;3;3;5;3;3;2;4;5;3;4;3;4
1;29;6;0;4;1;3;5;2;2;4;3;2;3;1;3;2;3;4;3;3;2;5;1;2;2;1;2;1;2;1;1;2;4;3;3;5;5;5;5;4;5;5
1;42;6;0;4;0;5;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;5;2;5;5;3;5;5;5;5;5;5;5;3;3;4;5;5;5;4;2;3
1;48;6;0;4;1;4;4;2;2;3;3;2;3;3;3;2;3;4;3;3;2;5;4;2;2;1;4;2;3;3;2;2;5;3;3;2;5;4;5;4;4;4
1;58;6;0;4;0;3;5;3;3;3;5;2;1;5;5;3;4;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;5;5;3;3
0;65;6;0;4;0;4;4;3;3;3;3;3;3;2;3;3;3;3;2;3;3;2;3;4;4;4;4;5;5;5;5;5;5;3;3;3;4;5;4;4;1;1
1;44;6;0;4;0;4;5;4;3;3;4;4;3;4;3;5;5;5;5;3;4;4;4;4;2;2;3;3;4;4;4;2;3;2;4;2;3;5;4;5;2;2
1;56;6;0;4;0;5;5;3;3;4;4;3;4;2;4;4;3;5;4;3;4;5;3;4;4;2;5;2;2;2;3;3;5;3;3;2;4;4;5;4;3;3
1;58;6;0;4;0;4;5;2;5;2;3;3;4;2;3;3;2;4;2;4;4;1;2;2;3;2;1;2;2;2;2;1;3;3;2;4;5;3;5;4;4;5
0;54;6;0;4;0;3;3;3;5;5;3;5;5;3;1;5;5;5;3;5;5;3;3;5;5;2;5;3;3;2;5;3;5;2;3;2;3;5;3;1;3;3
1;48;6;0;4;0;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;2;1;2;1;1;1;1;1;3;3;3;1;5;5;4;4;5;5
1;48;6;0;4;1;2;5;2;1;1;3;1;1;2;5;1;3;1;3;5;1;3;3;2;1;1;3;3;2;3;1;3;5;5;4;2;5;1;5;2;4;4
1;64;6;0;4;0;5;5;3;2;3;3;2;3;2;3;2;3;3;3;3;2;2;2;2;3;1;3;1;2;1;2;3;5;3;4;3;5;5;5;4;4;4
0;56;6;0;4;0;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;5;4;3;5;5;5;4;4;5;5;3;3;4;5;5;4;3;2;2
0;38;6;0;4;0;3;1;3;5;3;3;5;5;5;5;5;5;5;5;2;5;4;4;5;5;5;5;5;5;5;5;5;5;2;2;3;3;4;5;4;1;1
1;56;6;0;4;0;3;4;1;4;3;2;4;5;3;3;3;3;3;4;2;3;5;4;5;5;4;5;4;5;4;5;4;5;3;3;3;4;4;5;4;2;2
1;35;6;0;4;1;3;4;2;2;4;3;2;3;4;4;2;3;3;3;2;2;5;3;4;4;2;4;2;3;1;2;2;3;3;5;2;5;5;5;4;5;5
1;62;6;0;4;0;4;4;3;3;3;3;3;3;3;3;3;3;4;4;2;3;4;4;4;4;3;4;3;3;3;4;4;5;3;4;3;5;5;5;4;3;3
0;36;6;0;4;1;3;4;2;3;3;4;2;3;2;3;3;2;2;4;2;2;2;2;2;3;2;2;3;2;3;3;2;3;4;3;4;4;2;4;4;3;2
1;44;6;0;4;0;3;5;2;3;3;4;1;1;4;4;2;4;5;4;5;3;5;5;4;3;1;5;2;2;1;1;2;5;4;3;3;4;4;5;5;5;5
0;48;6;0;4;1;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;3;5;2;2;3;2;3;3;4;4;4;2;5;2;3;3;5;4;5;4;2;2
0;44;1;1;4;0;5;4;1;5;3;2;1;3;3;3;2;3;3;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;3;3;2;5;5;5;4;4;4
0;47;4;1;4;0;4;3;3;4;4;4;5;5;4;4;5;5;5;4;3;4;5;5;5;5;3;5;5;5;4;4;5;5;2;3;3;4;5;5;4;3;3
1;52;4;1;4;0;3;4;5;2;3;3;2;3;2;4;3;4;4;4;3;2;5;3;2;4;1;5;3;4;2;3;4;2;3;3;3;5;5;5;3;4;4
1;60;4;1;4;0;4;5;3;5;3;2;5;4;3;2;3;3;3;5;4;5;5;4;4;5;1;5;1;3;1;3;2;5;3;3;3;5;5;5;4;3;3
1;63;6;1;4;1;3;5;2;1;3;2;2;3;2;3;2;3;3;2;4;2;5;5;5;2;1;4;1;1;2;2;2;5;4;5;4;5;5;5;5;4;4
1;57;6;1;4;0;3;5;2;3;4;4;2;3;1;3;2;2;3;1;3;3;5;2;3;2;1;4;1;1;2;2;1;3;4;5;3;5;5;5;3;5;5
1;60;6;1;4;0;3;4;3;2;3;3;3;3;2;3;2;3;3;3;3;2;2;3;3;3;2;3;3;3;3;3;2;3;3;3;4;5;5;5;5;3;3
0;59;4;1;4;0;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5;4;4;4;4;5;5;5;5;4;5;4;5;5;5;5;1;1
1;20;7;0;6;0;3;4;1;1;3;3;1;1;1;2;2;2;3;2;3;2;1;1;1;1;1;3;1;1;3;1;2;4;4;4;3;5;5;4;4;4;4
1;27;7;0;6;0;2;5;1;3;3;2;2;2;2;1;4;3;3;4;2;2;2;2;3;3;2;1;4;4;5;4;2;5;3;5;3;5;5;5;5;2;1
1;26;7;0;6;0;2;4;2;2;2;3;2;3;3;3;3;3;3;3;2;1;1;4;2;2;3;4;2;1;3;1;3;5;3;5;2;5;4;5;5;2;2
1;24;7;0;6;0;3;4;1;3;1;3;2;2;5;3;4;4;3;4;5;3;3;4;2;2;3;4;3;4;5;3;4;2;1;3;3;5;5;5;4;2;2
0;19;7;0;6;0;1;5;2;5;2;3;2;2;3;3;3;4;2;4;5;5;4;2;2;2;1;2;2;2;1;4;3;3;2;4;3;4;5;5;4;5;5
1;21;2;0;6;0;3;5;4;1;3;3;2;2;4;4;1;1;1;5;5;1;4;5;3;4;2;5;5;5;2;2;3;5;2;3;1;4;4;5;5;5;4
1;22;2;0;6;0;5;5;2;2;3;3;3;3;2;4;3;3;3;3;5;2;2;3;2;2;2;2;2;2;1;3;3;5;3;5;1;4;4;5;4;4;4
1;19;2;0;6;1;2;5;1;1;5;5;1;3;3;3;5;5;5;5;5;1;5;5;4;5;1;5;1;4;3;4;3;5;3;4;1;5;1;5;2;2;2
1;20;2;0;6;0;4;4;5;1;1;2;1;1;1;2;1;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;3;5;4;3;4;4;5;3;5;5
1;22;2;0;6;0;3;4;4;5;2;3;5;5;4;4;4;5;4;4;3;5;4;3;4;4;3;5;3;4;4;4;3;5;3;4;2;3;2;4;5;2;2
1;21;3;0;6;0;2;2;1;3;1;1;2;1;1;1;2;2;2;1;2;2;1;1;1;1;1;3;1;2;1;1;1;1;3;5;4;5;5;5;4;4;5
1;20;3;0;6;0;2;5;1;2;1;2;1;2;2;2;2;2;2;2;3;1;2;1;2;1;1;1;2;2;4;2;2;3;4;4;3;4;4;5;4;2;2
0;23;4;0;6;0;3;4;1;2;2;2;1;2;1;3;2;2;3;4;1;1;1;1;1;1;1;2;1;1;1;1;1;2;4;3;2;3;3;4;5;5;5
0;19;4;0;6;0;3;2;3;3;3;3;2;3;4;3;3;3;3;4;3;3;4;3;5;4;3;3;4;5;5;4;5;5;3;3;1;4;4;5;4;2;2
1;22;4;0;6;0;3;5;1;1;2;2;2;3;1;1;1;2;3;3;4;1;1;1;1;1;1;1;3;4;3;2;2;3;4;5;1;2;4;3;2;4;5
0;24;4;0;6;0;3;4;3;5;3;3;5;5;4;4;5;5;5;4;3;5;2;4;3;3;3;5;4;5;4;4;4;5;3;4;4;5;4;5;4;2;2
0;22;4;0;6;1;3;4;2;3;2;2;2;2;3;3;2;2;4;3;2;3;1;1;2;2;1;4;2;2;4;4;4;4;3;4;5;5;2;5;4;3;2
1;22;4;0;6;0;5;5;2;1;5;3;1;1;3;3;2;1;2;4;3;1;2;2;1;1;2;2;1;1;2;1;2;5;4;4;2;5;4;5;3;5;5
1;24;4;0;6;0;6;5;1;3;2;3;2;2;2;3;1;1;2;2;3;3;2;5;5;1;3;2;2;1;2;4;1;4;5;5;2;4;3;4;3;4;4
1;24;3;0;6;0;3;5;2;1;2;2;2;2;3;3;1;1;1;2;5;1;2;2;2;2;1;3;2;2;1;1;1;4;4;5;2;5;5;5;5;4;5
0;24;1;0;6;0;3;5;2;1;3;3;1;2;2;3;3;2;2;2;2;1;4;2;1;1;1;4;2;2;3;2;1;4;3;4;3;3;4;5;4;3;3
1;20;1;0;6;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;3;1;1;1;5;5;1;5;5;5;5;5;5
1;24;1;0;6;0;0;5;1;3;3;2;2;3;4;3;3;4;4;4;4;3;3;5;3;2;1;1;4;2;2;4;3;5;3;3;1;3;5;5;1;1;3
0;31;1;0;6;0;1;3;1;2;3;3;2;5;4;3;5;5;5;4;2;2;1;1;2;5;2;2;2;5;4;5;4;5;3;4;4;4;4;5;5;2;2
0;24;1;0;6;0;0;5;1;1;1;1;1;1;1;2;1;1;1;1;3;1;2;2;1;1;1;1;1;1;1;1;1;5;5;5;1;3;1;5;2;5;5
1;26;7;0;6;0;2;5;1;1;2;2;1;2;1;2;2;3;3;2;1;1;3;2;1;1;1;2;3;3;2;1;2;3;3;4;2;3;4;4;3;3;4
1;21;7;0;6;0;2;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;2;4;3;2;3;2;3;3;4;4;4;4;4;4;2;4;5;5;2;1;1
1;21;7;0;6;1;3;3;1;2;3;3;1;1;3;3;1;1;3;3;2;1;5;1;1;1;1;1;1;1;1;1;1;1;4;5;1;5;4;5;3;1;3
1;26;7;0;6;0;1;5;1;1;4;2;1;2;4;3;2;2;3;3;2;1;1;1;1;1;1;1;4;2;3;1;4;2;4;5;1;2;5;5;4;5;4
1;21;7;0;6;0;2;5;3;3;2;3;2;3;1;3;4;3;4;3;5;1;2;3;3;2;2;5;4;3;3;3;3;3;4;4;1;4;2;4;2;2;2
